"total_cup_points","species","country_of_origin","region","harvest_year","grading_date","aroma","flavor","aftertaste","acidity","body","balance","uniformity","clean_cup","sweetness","cupper_points","color"
82.33,"Arabica","Guatemala","huehuetenango","2015","March 10th, 2015",7.5,7.42,7.17,7.83,7.5,7.5,10,10,10,7.42,"Green"
82.33,"Arabica","Malawi","mzuzu","2014","November 4th, 2014",7.33,7.58,7.42,7.58,7.33,7.5,10,10,10,7.58,"Green"
82.33,"Arabica","Brazil","south of minas","2014/2015","October 15th, 2014",7.75,8.08,7.67,8.08,8.08,8,10,10,6.67,8,"Blue-Green"
82.33,"Arabica","Guatemala","jalapa","2014","June 10th, 2014",7.58,7.67,7.5,7.58,7.75,7.5,9.33,10,10,7.42,"Green"
82.33,"Arabica","Mexico","veracruz","2014","April 2nd, 2014",7.33,7.58,7.42,7.5,7.5,7.5,10,10,10,7.5,"Green"
82.33,"Arabica","Colombia","antioquia","2013","January 21st, 2014",7.42,7.33,7.5,7.17,7.08,8.33,10,10,10,7.5,"Green"
82.33,"Arabica","Taiwan","changhua baguashan 彰化市八卦山","2013/2014","December 26th, 2013",7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,"Green"
82.33,"Arabica","Taiwan","taichung xinshe 台中市新社區","2013/2014","December 26th, 2013",7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,"Green"
82.33,"Arabica","Guatemala","oriente","2013","July 16th, 2013",7.5,7.42,7.58,7.5,7.5,7.58,10,10,10,7.25,"Green"
82.33,"Arabica","Colombia","huila","2013","June 21st, 2013",7.5,7.42,7.5,7.5,7.5,7.58,10,10,10,7.33,"Green"
82.33,"Arabica","Mexico","la concordia, chiapas","2013","March 15th, 2013",7.67,7.5,7.42,7.5,7.42,7.42,10,10,10,7.42,"Green"
82.33,"Arabica","Costa Rica","central valley","2012","October 9th, 2012",7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10,7.67,"Green"
82.33,"Arabica","Guatemala","jalapa","2012","October 5th, 2012",7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.33,"Green"
82.33,"Arabica","Mexico","jaltocan, hidalgo","2012","September 27th, 2012",7.58,7.67,7.58,7.33,7,7.58,10,10,10,7.58,"None"
82.33,"Arabica","Mexico","veracruz","2012","August 31st, 2012",7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7,"Green"
82.33,"Arabica","Guatemala","oriente","2012","May 23rd, 2012",7.5,7.67,7.33,7.5,7.33,7.5,10,10,10,7.5,"Green"
82.33,"Arabica","Brazil","grama valley","2012","April 11th, 2012",7.58,7.5,7.42,7.5,7.5,7.42,10,10,10,7.42,"Green"
82.33,"Arabica","Mexico","santa catarina juquila","2012","March 5th, 2012",8,7.75,7.33,7.33,7.08,7.67,9.33,10,10,7.83,"Green"
82.33,"Arabica","Brazil","south of minas","2012","February 17th, 2012",7.58,7.58,7.25,7.58,7.42,7.5,10,10,10,7.42,"Green"
82.33,"Arabica","Colombia","huila","2012","January 31st, 2012",7.83,7.58,7.33,7.25,7.58,7.42,10,10,10,7.33,"Green"
82.25,"Arabica","Brazil","brazil matas de minas",NA,"November 15th, 2017",7.58,7.5,7.25,7.42,7.67,7.33,10,10,10,7.5,"Green"
82.25,"Arabica","Taiwan",NA,"2016/2017","February 13th, 2017",7,7.08,7,7.17,7,7,10,10,10,10,"Blue-Green"
82.25,"Arabica","Guatemala","nuevo oriente","2016","August 31st, 2016",7.67,7.5,7.25,7.67,7.42,7.42,10,10,10,7.33,"Green"
82.25,"Arabica","Brazil","south of minas","2015/2016","October 8th, 2015",7.42,7.67,7.5,7.08,7.5,7.42,10,10,10,7.67,"Green"
82.25,"Arabica","El Salvador","apaneca","2014","July 8th, 2015",7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,"Green"
82.25,"Arabica","Honduras","marcala","2015","April 15th, 2015",7.58,7.5,7.42,7.58,7.42,7.42,10,10,10,7.33,"Green"
82.25,"Arabica","Malawi","mzuzu","2014","November 4th, 2014",7.58,7.42,7.33,7.42,7.58,7.5,10,10,10,7.42,"Blue-Green"
82.25,"Arabica","Brazil","south of minas","2014/2015","October 16th, 2014",7.75,7.58,7.42,7.42,7.33,7.33,10,10,10,7.42,"Green"
82.25,"Arabica","Taiwan","nantou","2013/2014","December 26th, 2013",7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.25,"Green"
82.25,"Arabica","Mexico","veracruz","2013","July 19th, 2013",7.58,7.58,7.42,7.42,7.42,7.42,10,10,10,7.42,"Blue-Green"
82.25,"Arabica","United States (Hawaii)","kona","2013","May 3rd, 2013",7.33,7.42,7.5,7.67,7.5,7.42,10,10,10,7.42,"Bluish-Green"
82.25,"Arabica","Mexico","calnali, hidalgo","2012","September 27th, 2012",7.58,7.58,7.5,7.17,7.42,7.42,10,10,10,7.58,"None"
82.25,"Arabica","Guatemala","antigua","2012","September 19th, 2012",7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,7.33,"Green"
82.25,"Arabica","Mexico","veracruz","2012","August 31st, 2012",7.5,7.58,7.42,7.67,7.33,7.42,10,10,10,7.33,"Green"
82.25,"Arabica","Mexico","juquila","2012","August 30th, 2012",7.67,7.58,7.33,7.5,7.42,7.42,10,10,10,7.33,"Green"
82.25,"Arabica","El Salvador",NA,"2012","August 21st, 2012",7.75,7.33,7.33,7.5,7.5,7.5,10,10,10,7.33,"Green"
82.25,"Arabica","Mexico","veracruz","2012","July 11th, 2012",7.33,7.58,7.42,7.67,7.33,7.5,10,10,10,7.42,"Green"
82.25,"Arabica","Mexico","canoas","2012","April 2nd, 2012",7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.42,"Green"
82.25,"Arabica","Colombia","huila","2012","February 22nd, 2012",7.5,7.42,7.67,7.33,7.58,7.33,10,10,10,7.42,"Green"
82.25,"Arabica","Colombia","huila","2012","February 9th, 2012",7.67,7.33,7.33,7.33,7.5,7.5,10,10,10,7.58,"Green"
82.25,"Arabica","Brazil",NA,"2012","January 23rd, 2012",7.67,7.58,7.42,7,7.5,7.58,10,10,10,7.5,"Green"
82.17,"Arabica","Brazil","south of minas","2016","August 16th, 2016",7.42,7.42,7.5,7.42,7.42,7.5,10,10,10,7.5,"Green"
82.17,"Arabica","Honduras","comayagua","2015","June 9th, 2016",7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,7.58,"Bluish-Green"
82.17,"Arabica","Nicaragua","jinotega",NA,"March 15th, 2016",7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,"Green"
82.17,"Arabica","Tanzania, United Republic Of","ruvuma","2015","November 16th, 2015",7.58,7.42,7.42,7.33,7.5,7.42,10,10,10,7.5,"Green"
82.17,"Arabica","Tanzania, United Republic Of","northern","2015/2016","October 20th, 2015",7.42,7.42,7.42,7.5,7.5,7.33,10,10,10,7.58,"Green"
82.17,"Arabica","Brazil","south of minas","2015/2016","October 8th, 2015",6.92,7.58,7.42,7.33,7.83,7.5,10,10,10,7.58,"Green"
82.17,"Arabica","Thailand","thailand","2014","June 9th, 2015",7.42,7.42,7.17,7.75,7.25,7.67,10,10,10,7.5,"Bluish-Green"
82.17,"Arabica","Honduras","marcala","2015","April 15th, 2015",7.67,7.5,7.25,7.42,7.58,7.42,10,10,10,7.33,"Green"
82.17,"Arabica","Guatemala","atitlan","2014","March 21st, 2015",7.42,7.42,7.5,7.5,7.42,7.5,10,10,10,7.42,"Blue-Green"
82.17,"Arabica","Brazil","cerrado","2014","January 15th, 2015",7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,7.5,"Green"
82.17,"Arabica","Tanzania, United Republic Of","ilomba vilage, mbozi","2014","December 15th, 2014",7.75,7.42,7.42,7.58,7.33,7.42,10,10,10,7.25,"Green"
82.17,"Arabica","Mexico","veracruz","2013","July 15th, 2014",7.42,7.33,7.17,7.42,7.33,8.17,10,10,10,7.33,"Green"
82.17,"Arabica","Mexico","la concordia, chiapas","2013","April 10th, 2014",7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,"None"
82.17,"Arabica","Taiwan","yunlin 雲林縣石壁","2013/2014","December 26th, 2013",7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.17,"Green"
82.17,"Arabica","Taiwan","dongshan dist., tainan city 臺南市東山區","2012","May 29th, 2013",7.67,7.5,7.5,7.17,7.17,7.58,10,10,10,7.58,"Green"
82.17,"Arabica","Colombia","huila","2013","March 20th, 2013",7.33,7.25,7.25,7.58,7.75,7.5,10,10,10,7.5,"Bluish-Green"
82.17,"Arabica","Mexico","san bartolo tutotepec","2012","September 27th, 2012",7.5,7.67,7,7.5,7.33,7.5,10,10,10,7.67,"None"
82.17,"Arabica","Guatemala","oriente","2012","August 2nd, 2012",7.25,7.75,7,7.75,8.17,7.75,10,10,9.33,7.17,"None"
82.17,"Arabica","Mexico","altotonga","2012","July 11th, 2012",7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,7.5,"Green"
82.17,"Arabica","Mexico","colima","2012","July 2nd, 2012",7,7.67,7.5,7.5,7.42,7.5,10,10,10,7.58,"Green"
82.08,"Arabica","Colombia","huila","2016","February 20th, 2017",7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,7.58,"Green"
82.08,"Arabica","Brazil","south of minas","2016","August 16th, 2016",7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,7.5,"Green"
82.08,"Arabica","Brazil","south of minas","2015/2016","October 8th, 2015",7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,7.25,"Green"
82.08,"Arabica","Costa Rica","tres rios","2015","April 10th, 2015",7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,7.67,"Blue-Green"
82.08,"Arabica","Tanzania, United Republic Of","kilimanjaro","2014","March 25th, 2015",7.42,7.33,7.42,7.42,7.5,7.58,10,10,10,7.42,"Green"
82.08,"Arabica","Tanzania, United Republic Of","ngorogoro","2014","January 8th, 2015",7.42,7.5,7.5,7.33,7.33,7.5,10,10,10,7.5,"Green"
82.08,"Arabica","Colombia",NA,"2013","September 12th, 2014",7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,7.25,"Green"
82.08,"Arabica","Costa Rica","turrialba","2013","March 21st, 2014",7.58,7.33,7.33,7.33,7.5,7.67,10,10,10,7.33,"Green"
82.08,"Arabica","United States (Hawaii)","kona","2012","November 26th, 2012",7.25,7.58,7.58,7.25,7.5,7.42,10,10,10,7.5,"Bluish-Green"
82.08,"Arabica","Mexico","coatepec","2012","September 10th, 2012",7.42,7.58,7.5,7.33,7.42,7.42,10,10,10,7.42,"Green"
82.08,"Arabica","Mexico","tapachula","2012","August 30th, 2012",7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,7.5,"Green"
82.08,"Arabica","Mexico","coatepec","2012","July 26th, 2012",7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,7.33,"Green"
82.08,"Arabica","Vietnam","don duong","2012","July 23rd, 2012",7.67,8,7.17,7.08,7.67,7.08,10,10,10,7.42,"Green"
82.08,"Arabica","Mexico","veracruz","2012","July 11th, 2012",7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,7.33,"Green"
82.08,"Arabica","United States (Hawaii)","kona","2012","February 23rd, 2012",7.33,7.5,7.33,7.58,7.08,7.83,10,10,10,7.42,"Green"
82,"Arabica","Honduras","el paraíso","2017","June 1st, 2017",7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,7.42,"Green"
82,"Arabica","Honduras","guinope el paraíso","2016","April 6th, 2017",7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,7.5,"Green"
82,"Arabica","Brazil","south of minas","2016","August 16th, 2016",7.5,7.33,7.42,7.5,7.33,7.42,10,10,10,7.5,"Green"
82,"Arabica","Tanzania, United Republic Of","kilimanjaro","2015","November 16th, 2015",7.67,7.33,7.33,7.42,7.42,7.42,10,10,10,7.42,"Green"
82,"Arabica","Laos","lao p.d.r.","2015","November 5th, 2015",7.42,7.5,7.25,7.33,7.5,7.5,10,10,10,7.5,"Blue-Green"
82,"Arabica","Tanzania, United Republic Of","meru","2014","December 18th, 2014",7.42,7.42,7.33,7.58,7.33,7.42,10,10,10,7.5,"Green"
82,"Arabica","Malawi","mzuzu","2014","October 31st, 2014",7.5,7.42,7.33,7.58,7.33,7.5,10,10,10,7.33,"Bluish-Green"
82,"Arabica","Taiwan","dongshan dist., tainan city 臺南市東山區","2013","July 22nd, 2014",7.33,7.5,7.17,7.42,7.5,7.33,10,10,10,7.75,"Green"
82,"Arabica","Thailand","thailand","2013","June 20th, 2014",7.58,7.5,7.42,7.42,7.33,7.42,10,10,10,7.33,"Green"
82,"Arabica","Costa Rica","central valley","2013","June 9th, 2014",7.5,7.25,7.33,7.33,7.75,7.5,10,10,10,7.33,"Green"
82,"Arabica","Honduras","occidental","2014","April 30th, 2014",7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,7.17,"Green"
82,"Arabica","Colombia","huila","2013","September 13th, 2013",7.33,7.33,7.58,7.5,7.5,7.58,10,10,10,7.17,"Green"
82,"Arabica","Taiwan","dongshan dist., tainan city 臺南市東山區","2012","June 3rd, 2013",7.42,7.58,7.33,7.42,8,7.5,9.33,10,10,7.42,"Bluish-Green"
82,"Arabica","Brazil","minas gerais, br","2012","May 21st, 2013",7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,7.67,"Blue-Green"
82,"Arabica","Mexico","coscomatepec","2012","July 11th, 2012",7.67,7.33,7.25,7.5,7.42,7.42,10,10,10,7.42,"Green"
82,"Arabica","Brazil","south of minas","2012","June 4th, 2012",7.42,7.5,7.33,7.5,7.33,7.5,10,10,10,7.42,"Green"
82,"Arabica","Brazil","cerrado","2012","April 11th, 2012",7.42,7.5,7.25,7.5,7.5,7.42,10,10,10,7.42,"Blue-Green"
82,"Arabica","Guatemala","san marcos","2012","March 26th, 2012",7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,7.17,"Green"
82,"Arabica","Brazil","south of minas","2012","February 17th, 2012",7.58,7.5,7.17,7.5,7.5,7.42,10,10,10,7.33,"Green"
82,"Arabica","Guatemala","oriente","2012","February 1st, 2012",7.75,7.33,7.33,7.42,7.75,7.67,10,10,9.33,7.42,"Green"
81.92,"Arabica","Guatemala","oriente","2017","August 22nd, 2017",7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,10,7.58,"Green"
81.92,"Arabica","Guatemala","santa rosa","2017","June 22nd, 2017",7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,7.42,"Green"
81.92,"Arabica","Honduras","comayagua","2017","June 1st, 2017",7.58,7.5,7.25,7.33,7.42,7.5,10,10,10,7.33,"Green"
81.92,"Arabica","Brazil","monte carmelo","2016 / 2017","October 26th, 2016",7.42,7.33,7.33,7.5,7.5,7.33,10,10,10,7.5,"Green"
81.92,"Arabica","El Salvador","el balsamo, quezaltepec","2014","May 5th, 2015",7.67,7.58,7.33,7.5,7.5,7.67,10,10,9.33,7.33,"Green"
81.92,"Arabica","Guatemala","nuevo oriente","2015","April 20th, 2015",7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,7.25,"Green"
81.92,"Arabica","Tanzania, United Republic Of","mbeya","2014","January 6th, 2015",7.33,7.33,7.33,7.42,7.5,7.58,10,10,10,7.42,"Green"
81.92,"Arabica","Nicaragua",NA,"2013","July 29th, 2014",7.58,7.42,7.25,7.17,7.5,7.67,10,10,10,7.33,"Green"
81.92,"Arabica","Honduras",NA,"2012","January 17th, 2014",7.42,7.33,7.33,7.58,7.33,7.5,10,10,10,7.42,"Green"
81.92,"Arabica","Taiwan","taichung xinshe 台中市新社區","2012","December 26th, 2013",7.5,7.5,7.42,7.25,7.5,7.5,10,10,10,7.25,"Green"
81.92,"Arabica","Mexico","chiapas","2013","March 29th, 2013",7.58,7.5,7.25,7.58,7.5,7.25,10,10,10,7.25,"Green"
81.92,"Arabica","Mexico","chapulhuacan, hidalgo","2012","September 27th, 2012",7.5,7.5,7.25,7.25,7.5,7.5,10,10,10,7.42,"None"
81.92,"Arabica","Mexico","huazalingo, hidalgo","2012","September 27th, 2012",7.5,7.42,7.25,7.5,7.33,7.33,10,10,10,7.58,"None"
81.92,"Arabica","Mexico","veracruz","2012","July 11th, 2012",7.33,7.58,7.17,7.58,7.42,7.33,10,10,10,7.5,"Green"
81.92,"Arabica","Mexico","fortín de las flores","2012","July 11th, 2012",7.67,7.42,7.33,7.83,7.5,7.5,9.33,10,10,7.33,"Green"
81.92,"Arabica","Brazil","grama valley","2012","February 29th, 2012",7.42,7.58,7.25,7.5,7.33,7.5,10,10,10,7.33,"Green"
81.83,"Arabica","Guatemala","oriente","2017","August 22nd, 2017",7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,7.42,"Green"
81.83,"Arabica","Costa Rica","tarrazu","2016","February 13th, 2017",7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,7.33,"Green"
81.83,"Arabica","Brazil","monte carmelo","2016","January 20th, 2017",7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,7.33,"Green"
81.83,"Arabica","Indonesia","bali","2015","January 19th, 2017",7.75,7.83,7.58,7.75,7.92,7.83,10,10,10,5.17,"Green"
81.83,"Arabica","Guatemala","norte","2015","August 2nd, 2016",7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,7.17,"Green"
81.83,"Arabica","Brazil","south of minas","2015/2016","October 8th, 2015",7.17,7.58,6.83,7.5,7.75,7.25,10,10,10,7.75,"Green"
81.83,"Arabica","Brazil","south of minas","2015/2016","October 8th, 2015",7.58,7,6.92,6.92,7.67,7.5,10,10,10,8.25,"Green"
81.83,"Arabica","Myanmar","ywar ngan","2015","July 17th, 2015",7.33,7.58,7.5,7.42,7.33,7.33,10,10,10,7.33,"Green"
81.83,"Arabica","Mexico","chiapas","2015","June 25th, 2015",7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,7.42,"Green"
81.83,"Arabica","Honduras","marcala","2015","May 12th, 2015",7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,7.33,"Green"
81.83,"Arabica","Costa Rica","tres rios","2015","May 7th, 2015",7.67,7.5,7.5,7.25,7.08,7.42,10,10,10,7.42,"Green"
81.83,"Arabica","Taiwan","dongshan dist., tainan city 臺南市東山區","2014","April 30th, 2015",7.67,7.33,7.17,7.25,7.75,7.33,10,10,10,7.33,"Green"
81.83,"Arabica","Indonesia","lington nihuta","2014","March 21st, 2015",7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,7.42,"None"
81.83,"Arabica","Malawi","kakoma","2014","October 31st, 2014",7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,7.42,"Green"
81.83,"Arabica","Brazil","south of minas","2014/2015","October 15th, 2014",7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,7.33,"Green"
81.83,"Arabica","Honduras","comayagua","2014","May 16th, 2014",7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,7.5,"Green"
81.83,"Arabica","Mexico","siltepec el triunfo, chiapas, mexico","2014","April 26th, 2014",7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,7.5,"Green"
81.83,"Arabica","Colombia","huila","2013","July 19th, 2013",7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,"Bluish-Green"
81.83,"Arabica","United States (Hawaii)","kona","2012","March 6th, 2013",7.83,7.83,7.83,8,7.83,7.83,10,6.67,10,8,"Bluish-Green"
81.83,"Arabica","Brazil","sul de minas","2012","March 2nd, 2013",7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,"Bluish-Green"
81.83,"Arabica","Guatemala","oriente","2013","February 26th, 2013",7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,"Green"
81.83,"Arabica","Mexico","veracruz","2012","August 31st, 2012",7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,7.25,"Green"
81.83,"Arabica","Mexico","coatepec","2012","July 11th, 2012",7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,7.42,"Green"
81.75,"Arabica","Guatemala","san marcos","2017","June 22nd, 2017",7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,7.33,"Green"
81.75,"Arabica","Vietnam","vietnam","2014","December 21st, 2015",7,7.08,7.33,7.5,7.5,7.33,10,10,10,8,"Bluish-Green"
81.75,"Arabica","Tanzania, United Republic Of","ngorogoro","2014","January 8th, 2015",7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,7.42,"Bluish-Green"
81.75,"Arabica","Brazil",NA,"2013","August 25th, 2014",7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,7.25,"Bluish-Green"
81.75,"Arabica","Mexico","tenango de doria, hidalgo","2012","September 27th, 2012",7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,7.5,"None"
81.75,"Arabica","Mexico","tepictla","2012","September 10th, 2012",7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,7.25,"Green"
81.75,"Arabica","Mexico","oaxaca","2012","September 4th, 2012",7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,7.25,"Green"
81.75,"Arabica","Mexico","la concordia","2012","August 30th, 2012",7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,7.33,"Green"
81.75,"Arabica","Colombia","huila","2011","December 22nd, 2011",7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,7.17,"Green"
81.67,"Arabica","Brazil","south of minas","2017 / 2018","October 20th, 2017",7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,7.25,"Green"
81.67,"Arabica","Guatemala","san marcos","2017","August 22nd, 2017",7.42,7.42,7.08,7.42,7.33,7.42,10,10,10,7.58,"Green"
81.67,"Arabica","Guatemala","santa rosa","2017","June 5th, 2017",7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,7.33,"Green"
81.67,"Arabica","Honduras","marcala","2016","May 2nd, 2016",7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,7.25,"Blue-Green"
81.67,"Arabica","Tanzania, United Republic Of","mbinga","2016","April 27th, 2016",7.17,7.33,7.33,7.42,7.5,7.33,10,10,10,7.58,"Green"
81.67,"Arabica","Nicaragua","jinotega",NA,"March 11th, 2016",7.58,7.5,7.25,7.25,7.5,7.25,10,10,10,7.33,"Green"
81.67,"Arabica","Brazil","south of minas","2015/2016","October 8th, 2015",7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,7.25,"Green"
81.67,"Arabica","Tanzania, United Republic Of","mbinga","2014","January 2nd, 2015",7.42,7.33,7.25,7.42,7.5,7.42,10,10,10,7.33,"Green"
81.67,"Arabica","Tanzania, United Republic Of","ilomba vilage, mbozi","2013","December 15th, 2014",7.33,7.33,7.5,7.25,7.42,7.33,10,10,10,7.5,"Green"
81.67,"Arabica","Brazil","south of minas","2014/2015","October 16th, 2014",7.25,7.42,7.25,7.5,7.5,7.42,10,10,10,7.33,"Green"
81.67,"Arabica","Indonesia","bener meriah","2013","May 23rd, 2014",7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,7.58,"Bluish-Green"
81.67,"Arabica","Honduras","comayagua","2014","May 16th, 2014",7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,7.5,"Green"
81.67,"Arabica","Costa Rica","tarrazu","2013","April 26th, 2014",7.5,7.17,7.17,7.17,7.5,7.08,10,10,10,8.08,"Green"
81.67,"Arabica","Mexico","veracruz","2014","April 2nd, 2014",7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10,7.42,"Green"
81.67,"Arabica","Taiwan","changhua baguashan 彰化市八卦山","2013/2014","December 26th, 2013",7.5,7.5,7.5,7.25,7.42,7.25,10,10,10,7.25,"Green"
81.67,"Arabica","Taiwan","nantou","2013/2014","December 26th, 2013",7.58,7.42,7.33,7.42,7.33,7.33,10,10,10,7.25,"Green"
81.67,"Arabica","Mexico","la concordia, chiapas","2013","March 29th, 2013",7.5,7.42,7.08,7.58,7.33,7.33,10,10,10,7.42,"Green"
81.67,"Arabica","Guatemala","jalapa","2012","October 5th, 2012",7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,7.17,"Green"
81.67,"Arabica","Mexico","tuxtla gutierrez","2012","September 11th, 2012",7.25,7.67,7.58,7.67,7.67,7.58,8.67,10,10,7.58,"Green"
81.67,"Arabica","Mexico","yajalon","2012","August 30th, 2012",7.67,7.25,7.17,7.75,7.5,7.25,10,10,10,7.08,"Green"
81.67,"Arabica","Mexico","veracruz","2012","July 27th, 2012",7.5,7.42,7.33,7.42,7.42,7.42,10,10,10,7.17,"Green"
81.67,"Arabica","Mexico","la concordia, chiapas","2012","April 2nd, 2012",7.58,7.42,7.25,7.58,7.25,7.17,10,10,10,7.42,"Green"
81.67,"Arabica","Mexico","sacún palma, municipio de chilón, chiapas","2012","February 29th, 2012",7.75,7.58,7.25,7.17,7.58,7.33,9.33,10,10,7.67,"Green"
81.67,"Arabica","United States (Hawaii)","kona","2012","February 8th, 2012",7.42,7.33,7.33,7.33,7.17,7.83,10,10,10,7.25,"Green"
81.58,"Arabica","Honduras","western region","2018","January 19th, 2018",7.5,7.42,7.08,7.42,7.5,7.33,10,10,10,7.33,"Blue-Green"
81.58,"Arabica","Guatemala","huehuetenango","2017","June 1st, 2017",7.42,7.42,7.08,7.5,7.42,7.33,10,10,10,7.42,"Green"
81.58,"Arabica","Taiwan","natou county","2016","July 15th, 2016",7.42,7.42,7.25,7.67,7.33,7.25,10,10,10,7.25,"Blue-Green"
81.58,"Arabica","Costa Rica","turrialba","2015","February 3rd, 2015",7.58,7.42,7.5,7.17,7.08,7.58,10,10,10,7.25,"Green"
81.58,"Arabica","Tanzania, United Republic Of","oldeani , mongola","2014","December 18th, 2014",7.42,7.42,7.33,7.42,7.42,7.33,10,10,10,7.25,"Green"
81.58,"Arabica","Malawi","mzuzu","2014","October 31st, 2014",7.42,7.42,7.17,7.58,7.33,7.33,10,10,10,7.33,"Green"
81.58,"Arabica","Brazil","south of minas","2013/2014","November 6th, 2013",7.42,7.42,7.33,7.33,7.5,7.25,10,10,10,7.33,"Blue-Green"
81.58,"Arabica","Guatemala","oriente","2013","July 16th, 2013",7.42,7.33,7.17,7.58,7.42,7.5,10,10,10,7.17,"Green"
81.58,"Arabica","Mexico","la concordia, chiapas","2013","March 29th, 2013",7.67,7.5,7.42,7.5,6.75,7.42,10,10,10,7.33,"Green"
81.5,"Arabica","Guatemala","santa rosa","2017","August 23rd, 2017",7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,10,7.58,"Green"
81.5,"Arabica","Nicaragua","jalapa","2017","June 20th, 2017",7.5,7.42,7.33,7.33,7.25,7.33,10,10,10,7.33,"Green"
81.5,"Arabica","Honduras","comayagua","2017","June 3rd, 2017",7.5,7.5,7.33,7.42,7.17,7.25,10,10,10,7.33,"Green"
81.5,"Arabica","Guatemala","santa rosa","2017","June 1st, 2017",7.5,7.42,7.25,7.25,7.5,7.25,10,10,10,7.33,"Green"
81.5,"Arabica","Taiwan","古坑鄉荷包村尖山坑60號","2015","September 17th, 2015",7.5,7.42,7.33,7.08,7.58,7.25,10,10,10,7.33,"Green"
81.5,"Arabica","Myanmar","ywar ngan township","2015","July 17th, 2015",7.25,7.42,7.25,7.5,7.33,7.33,10,10,10,7.42,"Green"
81.5,"Arabica","Costa Rica","occidental","2014","January 7th, 2015",7.83,7.33,7.08,7.08,7.33,7.5,10,10,10,7.33,"Green"
81.5,"Arabica","Malawi","mzuzu","2014","November 4th, 2014",7.67,7.42,6.92,7.5,7.5,7.17,10,10,10,7.33,"Green"
81.5,"Arabica","Guatemala","oriente","2014","September 23rd, 2014",7.5,7.42,7.17,7.58,7.25,7.42,10,10,10,7.17,"Green"
81.5,"Arabica","Taiwan","natou county","2014","August 18th, 2014",7.42,7.33,7.67,7.33,7.42,7.5,10,10,9.33,7.5,"Blue-Green"
